geom,identyfikator,województwo,powiat,gmina,obręb,numer,data_dodania,cena,przeznaczenie,Link do oferty,Komentarz,Powierzchnia,Link do zdjęcia,Location,,working links
0103000020110F00000100000006000000A29FDEA0D93B404184657A9DD8675941C7CA243AD83B4041270AE08CE0675941797389E1AE3B40414E09711DDF675941E42005B3AC3B4041414C69D7DD675941D0D3C5ECAD3B40418796B4ADD6675941A29FDEA0D93B404184657A9DD8675941,100905_2.0014.105/18,łódzkie,pajęczański,Rząśnia,Stróża,105/18,,50000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/posts/3628303360815741,,,,"51.218019,19.113900",,yes
0103000020110F0000010000000800000081EC4651133C404167340D2CDB67594117CA9E99123C4041B722175FDF6759418A9BBF210C3C4041D4322826DF675941178BC5EA0B3C4041A07A89BDE067594168A61A83083C404187166339E2675941C7CA243AD83B4041270AE08CE0675941A29FDEA0D93B404184657A9DD867594181EC4651133C404167340D2CDB675941,100905_2.0014.105/19,łódzkie,pajęczański,Rząśnia,Stróża,105/19,,50000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/posts/3628303360815741,,,,"51.218074,19.114789",,yes
0103000020110F00000100000007000000F6A3197D143C404190304054D467594107F444A1263C4041367B161CD56759415A38CAA6233C4041521CE784E6675941F4DE9482113C4041950010BDE567594117CA9E99123C4041B722175FDF67594181EC4651133C404167340D2CDB675941F6A3197D143C404190304054D4675941,100905_2.0014.105/20,łódzkie,pajęczański,Rząśnia,Stróża,105/20,,50000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/posts/3628303360815741,,,,"51.218055,19.115499",,yes
0103000020110F000001000000050000000257519A65AD404177B7B541D2375A41788DA90033AD40412D5E2C24D9375A41FD9AB1382DAD4041CD59CE75CE375A410A83A3B05FAD4041C3A73D97C7375A410257519A65AD404177B7B541D2375A41,140405_2.0007.37/7,mazowieckie,gostyniński,Szczawin Kościelny,Gorzewo - Kolonia,37/7,,68000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/posts/3628266167486127?locale=pl_PL,,,,"52.400664,19.636047",,yes
0103000020110F000001000000050000000A83A3B05FAD4041C3A73D97C7375A41FD9AB1382DAD4041CD59CE75CE375A410698BD7027AD404177C573C7C3375A419499EFC659AD4041BB96D5EDBC375A410A83A3B05FAD4041C3A73D97C7375A41,140405_2.0007.37/8,mazowieckie,gostyniński,Szczawin Kościelny,Gorzewo - Kolonia,37/8,,68000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/posts/3628266167486127?locale=pl_PL,,,,"52.400430,19.635942",,yes
0103000020110F000001000000050000009499EFC659AD4041BB96D5EDBC375A410698BD7027AD404177C573C7C3375A41C8E39DA421AD4041BC7D1219B9375A4179D049DD53AD40412E5B6443B2375A419499EFC659AD4041BB96D5EDBC375A41,140405_2.0007.37/9,mazowieckie,gostyniński,Szczawin Kościelny,Gorzewo - Kolonia,37/9,,68000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/posts/3628266167486127?locale=pl_PL,,,,"52.400192,19.635835",,yes
0103000020110F0000010000000A000000275FB53A59C13B41B4E8AE582AA25B4147574B3D25C13B41BFBE4E5F3BA25B4125F3F0AACAC03B412E91801431A25B4151C273D9C5C03B41469F2F5F2EA25B419EB7DFE8C1C03B412B78A1292CA25B4135DAE184C4C03B41008CBCC02BA25B410FE9BC2DD5C03B410AC96D4928A25B41929649CDE7C03B41EE145D2A22A25B41EB75F5D101C13B415BDADB8220A25B41275FB53A59C13B41B4E8AE582AA25B41,321303_2.0002.56/24,zachodniopomorskie,sławieński,Darłowo,Bobolin,56/24,,409110,,https://www.facebook.com/groups/dzialkizamniejniz100tys/posts/3628475180798559?locale=pl_PL,,,,"54.387859,16.339387",,yes
0103000020110F0000010000001400000060013CC81C7742413FA3A898577B584138533ACAEC764241DF86DDFC4D7B5841CB267926EE7642414C313ACF487B5841662D99CEF1764241204E0404407B584109BD7596F376424185B44F933A7B58418B700AA5FF764241E896BBAC3A7B58410DCDEEAC0E7742411DCABAB13B7B5841E51524901B7742412BD7C51A3D7B58418C7D66D228774241EA6347AF3F7B5841D24C53C0357742412896E96D427B58412B9967723D774241D2428702457B5841E500087749774241C7E4FA5C4B7B58412FCCCC554F774241AFE3D0254F7B5841D26F1F7B447742417A05637C4C7B5841171ACB2F37774241D87C41DC4A7B5841F1813E80347742410312639A4B7B5841851C58E22F774241F36E611F4C7B584192255BB22D77424192CA38CE4D7B58418F92EDC226774241C2121C36517B584160013CC81C7742413FA3A898577B5841,181904_5.0016.796,podkarpackie,strzyżowski,Strzyżów,Wysoka Strzyżowska,796,,65000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/posts/3628622147450529?locale=pl_PL,,,,"49.834688,21.741594",,yes
0103000020110F00000100000005000000400D2F6DD4CA3B41D6581D17D1A45B4142362296D1CA3B4108142740DFA45B416032132F9DCA3B41EB95CA97DEA45B418C62DE1EA1CA3B4191D67D71D0A45B41400D2F6DD4CA3B41D6581D17D1A45B41,321303_2.0032.8/2,zachodniopomorskie,sławieński,Darłowo,Żukowo Morskie,8/2,,91908,,,,,,"54.402135,16.361635",,
0103000020110F0000010000000500000042362296D1CA3B4108142740DFA45B41F8392E4ECDCA3B41151AD29FF4A45B41E0A5FD3497CA3B41E257A0F1F3A45B416032132F9DCA3B41EB95CA97DEA45B4142362296D1CA3B4108142740DFA45B41,321303_2.0032.8/3,zachodniopomorskie,sławieński,Darłowo,Żukowo Morskie,8/3,,147155,,,,,,"54.402515,16.361600",,
0103000020110F00000100000005000000E94F0DAB0CCB3B41F3E9D9C8FAA45B413F9AA4C709CB3B419D98C74809A55B414D1C96B7D6CA3B4172790C6708A55B4196FAFD90D9CA3B41C040A724FAA45B41E94F0DAB0CCB3B41F3E9D9C8FAA45B41,321303_2.0032.8/5,zachodniopomorskie,sławieński,Darłowo,Żukowo Morskie,8/5,,137655,,,,,,"54.403009,16.362144",,
0103000020110F000001000000050000004DCD1A870FCB3B41BF15CD68ECA45B41E94F0DAB0CCB3B41F3E9D9C8FAA45B4196FAFD90D9CA3B41C040A724FAA45B4113C4096DDCCA3B41E780B4C5EBA45B414DCD1A870FCB3B41BF15CD68ECA45B41,321303_2.0032.8/6,zachodniopomorskie,sławieński,Darłowo,Żukowo Morskie,8/6,,91908,,,,,,"54.402718,16.362174",,
0103000020110F000001000000060000008E030B5618CB3B419776E848C0A45B41815C5B4315CB3B41504101ABCFA45B41413E9529E2CA3B41B9A6D006CFA45B41711C6E88E4CA3B41634D4827C3A45B41E32395B3EBCA3B41CBD89348C1A45B418E030B5618CB3B419776E848C0A45B41,321303_2.0032.8/9,zachodniopomorskie,sławieński,Darłowo,Żukowo Morskie,8/9,,91908,,,,,,"54.401810,16.362255",,
0103000020110F00000100000005000000C0CEC63D279E40410B020AB0E8765B41ED010321519E4041844E6B60F1765B41B5C2206A4F9E4041046C5843FA765B413E1822BA209E40411F8CC393F0765B41C0CEC63D279E40410B020AB0E8765B41,280405_2.0008.237/3,warmińsko-mazurskie,elbląski,Milejewo,Pomorska Wieś,237/3,,99000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/posts/3629050557407688?locale=pl_PL,,,,"54.155628,19.566783",,yes
0103000020110F0000010000000900000042F9D36631053D41276658096C7F5B410969B74548053D4167936638677F5B41F751DAD360053D414DEA2175657F5B4146E077E28E053D41A5FFAC34677F5B41EA403E2574053D410357BF3C707F5B4131DF0ECA61053D41491C56D4767F5B41EDC19C0030053D419A3A3BF6737F5B41B88BE7B212053D412193CDDE717F5B4142F9D36631053D41276658096C7F5B41,220109_2.0009.583/2,pomorskie,bytowski,Trzebielino,Trzebielino,583/2,2024/06/24,68000,wz,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3638668446445899/?sale_post_id=3638668446445899,,,,"54.201310,17.085132",,yes
0103000020110F000001000000050000007FC16294DE8242412F966A20C7525B41AE830E96CB82424107E92BA3E0525B413BA3C0169E8242418089DD05D8525B4144C6ABA7B482424188ACD59EC1525B417FC16294DE8242412F966A20C7525B41,280606_2.0013.84/11,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,84/11,2024/06/24,129324,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.960562,21.795273",,yes
0103000020110F000001000000050000008B3001D3C982424162068100E3525B41D9222A95A882424166DC0165FB525B41116627AA878242417D17882BF5525B414A4196CC9B824241F9441A4DDA525B418B3001D3C982424162068100E3525B41,280606_2.0013.84/10,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,84/10,2024/06/24,131040,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.961113,21.794821",,yes
0103000020110F000001000000060000004A4196CC9B824241F9441A4DDA525B41116627AA878242417D17882BF5525B41A10E1D7E5C8242416B3D7302ED525B41651AACE86E8242412E7C218BD4525B41D21D177775824241DC94AC0ED3525B414A4196CC9B824241F9441A4DDA525B41,280606_2.0013.84/9,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,84/9,2024/06/24,200915,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.960964,21.794067",,yes
0103000020110F00000100000006000000D9222A95A882424166DC0165FB525B41B5EA4359948242411A998C3E0A535B41CF370230508242414F45975CFD525B41A10E1D7E5C8242416B3D7302ED525B41116627AA878242417D17882BF5525B41D9222A95A882424166DC0165FB525B41,280606_2.0013.84/8,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,84/8,2024/06/24,257922,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.961474,21.794037",,yes
0103000020110F00000100000005000000B5EA4359948242411A998C3E0A535B41AA6E43E481824241B5A2ADC917535B4151D23E0D4582424118E2EC270C535B41CF370230508242414F45975CFD525B41B5EA4359948242411A998C3E0A535B41,280606_2.0013.84/7,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,84/7,2024/06/24,240950,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.961789,21.793758",,yes
0103000020110F00000100000006000000AA6E43E481824241B5A2ADC917535B41B2B0B4276C8242414AD60DBD27535B41ABCE1BBE69824241426ACD2F27535B414E09AD3F3982424171FDA7D71B535B4151D23E0D4582424118E2EC270C535B41AA6E43E481824241B5A2ADC917535B41,280606_2.0013.84/6,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,84/6,2024/06/24,237474,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.962109,21.793486",,yes
0103000020110F00000100000007000000999A3B2C828242415F3F3CF1BA525B41E4ABF27F728242413E3282C5CF525B41D0AAA0276C82424165830092CE525B41A146C96865824241B88C8D87D7525B4180B8321A37824241F3044643D3525B414EDE03374C824241D1F478DDB8525B41999A3B2C828242415F3F3CF1BA525B41,280606_2.0013.82/4,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,82/4,2024/06/24,229020,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.960366,21.793492",,yes
0103000020110F00000100000005000000A146C96865824241B88C8D87D7525B41674AD8FD508242412D67B7A8F2525B41A8B45C7C2182424106A0BB48EE525B4180B8321A37824241F3044643D3525B41A146C96865824241B88C8D87D7525B41,280606_2.0013.82/3,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,82/3,2024/06/24,336040,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.960948,21.793051",,yes
0103000020110F00000100000005000000674AD8FD508242412D67B7A8F2525B410AE6AF293E8242415443FBAB0B535B414B02093511824241DC8E18A402535B41A8B45C7C2182424106A0BB48EE525B41674AD8FD508242412D67B7A8F2525B41,280606_2.0013.82/2,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,82/2,2024/06/24,288004,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.961476,21.792718",,yes
0103000020110F000001000000070000000AE6AF293E8242415443FBAB0B535B413CD315FE3082424177B4342D1D535B41291AD36627824241998BAC7D27535B4193C66E6D228242417A2529AE27535B418B2D0C2705824241490649B511535B414B02093511824241DC8E18A402535B410AE6AF293E8242415443FBAB0B535B41,280606_2.0013.82/1,warmińsko-mazurskie,giżycki,Miłki,Rydzewo,82/1,2024/06/24,294056,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667667993545944/,,,,"53.961973,21.792426",,yes
0103000020110F000001000000050000003341042142A23F41D5DE3CFA1B2059415F475D083EA23F4114D01F59132059416ACCB88A9FA23F41886CB531112059415F0190ABA3A23F418EADCCD2192059413341042142A23F41D5DE3CFA1B205941,240703_2.0006.AR_3.528/39,śląskie,lubliniecki,Ciasna,Panoszów,528/39,2024/06/24,,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667507666895310/,,,,"50.802645,18.623879",,yes
0103000020110F00000100000007000000245DDD21F0563A41004BFE23EEA459414C68139F04573A41DEE61091E2A459411FC85EB40F573A413275D44DE3A45941B2DC328428573A410745E6CCE5A4594113EFABFF2B573A415D2FFA78E7A45941F02AB33D19573A41B70764F1F2A45941245DDD21F0563A41004BFE23EEA45941,081007_4.0001.35/75,lubuskie,żagański,Szprotawa,0001 Szprotawa,35/75,2024/06/24,53000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667478940231516/?sale_post_id=3667478940231516,,,,"51.568485,15.506927",,yes
0103000020110F0000010000000800000075785524D62F3F413FBF9AC019D45B4167E0395D87303F4116E4DE1610D45B4126FDC64196303F4197E4D97715D45B41E933476CA2303F4134102DEF19D45B41BCF4CE38B3303F41A079B8C224D45B41B1F24F14E92F3F41A6A6FE8F2FD45B411BB00072D92F3F412763448E1DD45B4175785524D62F3F413FBF9AC019D45B41,221107_2.0018.215/46,pomorskie,pucki,Puck,Sławutowo,215/46,2024/06/24,1200000,przemysłowo-usługowa,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667443696901707/?sale_post_id=3667443696901707,,,,"54.654524,18.361280",,yes
0103000020110F0000010000000C000000F62C896F00B83D4120688D5EE4B35A410EC6A21F25B83D418D11C1FBCDB35A4112EAEB76E4B83D415024C87D5EB35A4159443DFB26B93D41C71475095FB35A4133B2917F40B93D4110A78C3F5FB35A418FA269A49EB93D416A98420360B35A4161AF8CFDE3B83D418606F831CCB35A41252C06A79EB83D4131439AF2F4B35A41CA898B2459B83D41EB89DACB1DB45A41CECDD07352B83D412C74CFF61CB45A416A3537BE97B83D41BBFC403AF4B35A41F62C896F00B83D4120688D5EE4B35A41,041001_5.0010.280/2,kujawsko-pomorskie,nakielski,Kcynia,Józefkowo,280/2,2024/06/26,270000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3668302950149115/?sale_post_id=3668302950149115,,,,"53.090246,17.497823",,yes
0103000020110F00000100000007000000765DEB38A648424118FD3E334D6C58411C80C55F994842415EE1C6224A6C5841F9EA37898E484241D743B151486C58410C6BE83F884842414C96CE3E476C58411F4AB590564842416BBCE6E2236C5841555AFEAE63484241556D623B1F6C5841765DEB38A648424118FD3E334D6C5841,180501_1.0024.3074,podkarpackie,jasielski,Jasło (miasto),24 - Gliniczek,3074,2024/06/27,40000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3669304500048960/,,,,"49.745192,21.527277",,yes
0103000020110F00000100000011000000CE5F26A44BA53F416C6E1F72680F5B4153DA496C82A53F4108425CF85E0F5B419B60215BA5A53F41ED1696B3560F5B41E8007DF3DBA53F418F590C4E4B0F5B417C1C936404A63F41F41AA2C33B0F5B41DFB3048E0EA63F41F8627EC6350F5B41F0F30CE720A63F41DE244AFA2A0F5B417696300933A63F41F203804D200F5B415821EB723CA63F41FA3E3295100F5B4198064CE6A1A63F41BE332612FE0E5B41BEF63C30E3A63F413CAA760B230F5B41350BB80D6BA63F414C07312A3B0F5B415E5F1D263BA63F41D5B81489450F5B410FA82730F8A53F419F4AF406540F5B413AFDC90362A53F4146CF4E686F0F5B417E8D1F515CA53F413FAA306B700F5B41CE5F26A44BA53F416C6E1F72680F5B41,041411_2.0018.383,kujawsko-pomorskie,świecki,Warlubie,Warlubie,383,2024/06/27,30000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667117740267636/?sale_post_id=3667117740267636,,,,"53.592954,18.632692",,yes
0103000020110F000001000000460000001932C41424AC3F413785886E9E105B41620A0EC6EDAB3F4100A208ECAF105B411C12FDFDBEAB3F4173BCCF90BC105B41427BC6479FAB3F4169784C62CE105B41551EDBB199AB3F4170643AB7CF105B412622A7F87FAB3F415179DDF4D5105B4159BBBA166EAB3F41C1A90A62DB105B41334DD2EC25AB3F41B148E9CFE9105B413084D4ACF8AA3F417B707EC3F3105B417AE93C2DEAAA3F41043BC783F6105B416C9D01D4DCAA3F41D04DB570F9105B410E0ECFE3C0AA3F4193B5F74001115B41565DE4E48AAA3F41A1709E5A10115B414DA39F3465AA3F41AD5483E71D115B417E98AF415CAA3F411906941F21115B41CD130B0857AA3F419AA9142323115B41D64EFB4B3BAA3F41FB1F49D62D115B4133A4DE4B2DAA3F41B5E2C13A33115B41ACECCE7915AA3F413DB075693C115B41E8F5B15700AA3F4180EA6F9044115B41DC32A44EF7A93F41D0ED88BA47115B41B90C92C3EBA93F416FA87FC64B115B41AFD2C6CACAA93F41FADECBFA53115B419C97AE408AA93F41A58AFB5C61115B414373BA2F84A93F414C794BEA62115B419BA7E2C17DA93F4132ACC33264115B4196DECA3267A93F41D818B8DC66115B4172EE88DD44A93F41CEB08F5F6B115B415804FA1E3AA93F41DC9011DB6C115B4178AD9120EBA83F41E9AF2CBE77115B4196C6F2E7DEA83F4144DD06CA79115B412CC0F8BBCAA83F41E80B2B417F115B413EE5A0C4B0A83F419081074F7F115B41EB358D889FA83F412955D05081115B41ACFFFC6987A83F413A7ED81984115B4109D073EC65A83F41CBA2D03788115B41E3288D483CA83F41AD9076F48D115B41D14E77D62BA83F41BA4F4A4892115B41D9CC887712A83F412F3FD59899115B41B3411B0507A83F41EC57C7018E115B41C97D2A2415A83F41F8BEAC4B8E115B4126F43DB56AA83F4179C136BB83115B41288BA10A74A83F412BE729C482115B41AE774803B9A83F41286112A67B115B410750A7A702A93F416A6C3B1072115B412DEA0AD44CA93F4150E44A5E67115B41F125A68977A93F417AE7848960115B412AC2A90693A93F4160BFB20B5C115B419A34CBCDC5A93F41A8F36C5C51115B41988C0C8BD7A93F41998526914C115B411772704219AA3F418907ADB937115B413C1D09542DAA3F4109ED506030115B412DEFCD1A3AAA3F41D0B972162B115B419095123756AA3F41C63F979D1F115B4132D0EBF571AA3F4114333B3A15115B4166C9AF6D7FAA3F41F257280010115B41B8EB7094D5AA3F4166C7BA93F7105B418677EB44DFAA3F41B4152650F5105B410D63419518AB3F411930EB40E8105B41DB3C21C221AB3F4102FD2CA9E6105B41B48E6F3A49AB3F419EA97DBADE105B417A6DE0825BAB3F411457889BDA105B413923B49062AB3F4101F3826BD9105B4118EDFD0B77AB3F417A0B4A51D3105B41195F6BFE90AB3F41341C60BFCC105B4123602789B8AB3F415FD96AE2B8105B4195D05BB016AC3F417AB048569D105B41B67D66042FAC3F41B48CFF3796105B41CC44B98335AC3F416F8F09B598105B411932C41424AC3F413785886E9E105B41,041411_2.0018.414,kujawsko-pomorskie,świecki,Warlubie,Warlubie,414,2024/06/27,30000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667117740267636/?sale_post_id=3667117740267636,,,,"53.603553,18.641798",,yes
0103000020110F0000010000001200000098EF49B7FEA93F417EDACE2747105B416017A368F9A93F41FF5A610045105B4162C378C423AA3F41151F4C5D3F105B41CF4461E64FAA3F4191663B4B3C105B4114FE7A9491AA3F41F59DB9D05D105B417A702BD6B4AA3F41A3425CD06F105B41D2C6E47AC9AA3F41FA6C35587A105B416D762EF584AB3F41804ABD63AB105B4123602789B8AB3F415FD96AE2B8105B41195F6BFE90AB3F41341C60BFCC105B4118EDFD0B77AB3F417A0B4A51D3105B413923B49062AB3F4101F3826BD9105B417A6DE0825BAB3F411457889BDA105B41B48E6F3A49AB3F419EA97DBADE105B41C7BF021EF7AA3F41A947C241BF105B41BC0933738DAA3F412F2CA6F596105B4185DB507E75AA3F4114419AD28D105B4198EF49B7FEA93F417EDACE2747105B41,041411_2.0018.416,kujawsko-pomorskie,świecki,Warlubie,Warlubie,416,2024/06/27,35000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667117740267636/?sale_post_id=3667117740267636,,,,"53.600506,18.643226",,yes
0103000020110F00000100000011000000D4620BB62C894141709280D493CC5A4152D3EA8D11894141317B9A7C96CC5A411F4F8C590A89414157CDD3CD80CC5A41BEC396B20389414140C7305B7ECC5A416F1E03D1EB884141A22CA53280CC5A41679EA61CE7884141E18AFE736BCC5A418016091C9B884141EEF019A36DCC5A41C096921D7888414193593FC7F1CB5A41257C5DFE86884141ECF9E4AFE1CB5A410C4AC3718C8841418DD2FFFDDFCB5A41E80BD837AC88414197BC39CEDECB5A41BB94412EC288414181E07943DBCB5A412C2A3E98C68841413D7267BDDACB5A41BF6F0107D4884141411C0D1EDACB5A41FCBFF160018941412F74B0007CCC5A418767C5D8258941416E9C843079CC5A41D4620BB62C894141709280D493CC5A41,141302_2.0003.118/2,mazowieckie,mławski,Dzierzgowo,Brzozowo Maje,118/2,2024/06/27,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3666945233618220/,,,,"53.225519,20.645439",,yes
0103000020110F0000010000000D000000129F25068586414176C6777B54CC5A41729C3EFA80864141B44F949A48CC5A418D5E5016D586414170640A0140CC5A41E538FE76C8864141E7902EA807CC5A41BCE5330EC5864141ABAE0A47F7CB5A4172A970AEB7864141F7DB36BEDCCB5A41CDB211A1BB8641411F078D39CECB5A414608B127FA864141231BC935C8CB5A41751DE87A1B8741413E9D0A4D57CC5A41EE33CFA30E87414196AF919558CC5A41A7730C8FB5864141DAAF527D61CC5A419058890389864141D11C09F065CC5A41129F25068586414176C6777B54CC5A41,141302_2.0003.112,mazowieckie,mławski,Dzierzgowo,Brzozowo Maje,112,2024/06/27,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3666945233618220/,,,,"53.225226,20.636781",,yes
0103000020110F000001000000050000004722FCA25288414111B9A7592CD359418ECF9AD87C884141E3F7A9C44AD359417B54D59C908841417573626D43D3594193BA1E2168884141E09692A925D359414722FCA25288414111B9A7592CD35941,140602_2.0052.19/1,mazowieckie,grójecki,Błędów,Zalesie,19/1,2024/06/27,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667878170191593/?sale_post_id=3667878170191593,,,,"51.832459,20.644040",,yes
0103000020110F00000100000006000000CD3752745988414122CB13E11AD3594193BA1E2168884141E09692A925D359417B54D59C908841417573626D43D35941F854CA0497884141D30CC50C41D35941DF5B33F660884141A64DF80318D35941CD3752745988414122CB13E11AD35941,140602_2.0052.20,mazowieckie,grójecki,Błędów,Zalesie,20,2024/06/27,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3667878170191593/?sale_post_id=3667878170191593,,,,"51.832215,20.644141",,yes
0103000020110F00000100000005000000CA5AB7EF0CCF41414350B09A69EB594177BB641C21CF4141E9271A5AA0EB5941143CFFAB39CF414187C1E13EA1EB5941FB32203A24CF4141C191196767EB5941CA5AB7EF0CCF41414350B09A69EB5941,141805_2.0018.137/14,mazowieckie,piaseczyński,Prażmów,Nowy Prażmów,137/14,2024/06/27,500000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3668014020178008/,,,,"51.970375,20.969178",,yes
0103000020110F00000100000005000000BA495C50F6983F418FE70F4D5D4C5A41A09E45CFCB983F413C9D88BB694C5A4185B83993AC983F4185C24307634C5A413D13C820D7983F41835B9494564C5A41BA495C50F6983F418FE70F4D5D4C5A41,041102_2.0017.164/5,kujawsko-pomorskie,radziejowski,Bytoń,Stefanowo,164/5,2024/06/27,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3669080326738044/?sale_post_id=3669080326738044,,,,"52.515918,18.601752",,yes
0103000020110F000001000000050000003418B18C15993F417232AC08644C5A413468DF13EB983F419A74F072704C5A41A09E45CFCB983F413C9D88BB694C5A41BA495C50F6983F418FE70F4D5D4C5A413418B18C15993F417232AC08644C5A41,041102_2.0017.164/4,kujawsko-pomorskie,radziejowski,Bytoń,Stefanowo,164/4,2024/06/27,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3669080326738044/?sale_post_id=3669080326738044,,,,"52.516062,18.602031",,yes
0103000020110F00000100000005000000C84446CD34993F41B9B245C46A4C5A418B2DFE600A993F4196F06D2C774C5A413468DF13EB983F419A74F072704C5A413418B18C15993F417232AC08644C5A41C84446CD34993F41B9B245C46A4C5A41,041102_2.0017.164/3,kujawsko-pomorskie,radziejowski,Bytoń,Stefanowo,164/3,2024/06/27,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3669080326738044/?sale_post_id=3669080326738044,,,,"52.516210,18.602313",,yes
0103000020110F00000100000009000000FCF20A34F66D4141210CBDF359605841EE15260FF56D41411A42A6C65A605841E83BB16BF26D4141D85F85AD5C605841C176CF19E06D41415632923961605841434625F4D26D4141D847EEB453605841DE5BFD9ADB6D41419D5895F951605841967A9098EB6D41410C006BA84E605841600C5472EC6D4141EB9998794E605841FCF20A34F66D4141210CBDF359605841,120707_2.0009.1179/12,małopolskie,limanowski,Limanowa,Męcina,1179/12,2024/06/27,95000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3669729100006500/,,,,"49.674595,20.521931",,yes
0103000020110F00000100000005000000027A358CA21B4441DF1CF13124A55A41E688E534A61B4441E86F3E9A11A55A4144546EC8DD1B444198E2CDF211A55A4129FEA51BDA1B4441B0395F8824A55A41027A358CA21B4441DF1CF13124A55A41,200207_5.0035.AR_1.42/14,podlaskie,białostocki,Michałowo,Oziabły,42/14,2024/07/06,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3675379776108099/,,,,"53.009811,23.676434",,yes
0103000020110F0000010000000500000029F57C9A1C284341B55010800E8F594170CCD51F2F28434112F610350B8F594103D3A3AE44284341295992DE298F5941C6B9B2B7322843416DEB410F2D8F594129F57C9A1C284341B55010800E8F5941,060807_2.0011.115/6,lubelskie,lubartowski,Lubartów,Nowodwór Piaski,115/6,2024/06/27,240000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3669696066676470/?sale_post_id=3669696066676470,,,,"51.443626,22.556207",,yes
0103000020110F0000010000000500000082AFCF7715303D412D0DFFBD1BE85841A096651E3C303D41C1DC0EAA1DE85841F012EB57AC303D41CEEBDFE292E75841B22996C585303D41677EFF0F8EE7584182AFCF7715303D412D0DFFBD1BE85841,160706_4.0001.106,opolskie,nyski,Otmuchów,Otmuchów,106,2024/06/27,120000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3669629356683141/?sale_post_id=3669629356683141,,,,"50.474476,17.184137",,yes
0103000020110F00000100000005000000176F9D6BF5994141A780F048050E5941F3D64B0EFF99414198BFC157280E5941A86A992DE59941410A152E192C0E5941921890A7DB9941410AEAF1E1080E5941176F9D6BF5994141A780F048050E5941,260415_5.0007.49/1,świętokrzyskie,kielecki,Pierzchnica,Kalina Górecka,49/1,2024/06/27,122000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3669594786686598/?sale_post_id=3669594786686598,,,,"50.697934,20.724445",,yes
